timestamp,device_id,heartbeat,baseline,diff,abs_diff,game_phase,current_turn,control_mode,random_extreme,target_watch,is_target,rpm,direction,source_timestamp,collapse,attackers,attack_count,attack_mode,challenge_direction,score,score_change,score_reason
1785738890252,watch1,71,70,1,1,playing,watch2,attack_challenge,,watch1,True,10,c,1785738890252,,,0,attack_challenge,down,0,,
1785738890539,watch1,71,70,1,1,playing,watch2,attack_challenge,,watch1,True,10,c,1785738890252,,,0,attack_challenge,down,0,,
1785738890539,watch2,71,76,-5,5,playing,watch2,attack_challenge,,watch1,False,10,c,1785738890131,,,0,attack_challenge,down,1,,
1785738891710,watch2,70,76,-6,6,playing,watch2,attack_challenge,,watch2,True,30,c,1785738891710,,watch2,1,attack_challenge,up,1,,
1785738892294,watch1,70,70,0,0,playing,watch2,attack_challenge,,watch1,True,10,c,1785738892294,,,0,attack_challenge,down,0,,
1785738892717,watch2,69,76,-7,7,playing,watch2,attack_challenge,,watch2,True,30,c,1785738892717,,watch2,1,attack_challenge,up,1,,
1785738892940,watch1,70,70,0,0,playing,watch2,attack_challenge,,watch1,True,10,c,1785738892294,,,0,attack_challenge,down,0,,
1785738892940,watch2,69,76,-7,7,playing,watch2,attack_challenge,,watch1,False,10,c,1785738892717,,,0,attack_challenge,down,1,,
1785738894091,watch1,70,70,0,0,playing,watch2,attack_challenge,,watch1,True,10,c,1785738893467,,,0,attack_challenge,down,0,,
1785738894091,watch2,69,76,-7,7,playing,watch2,attack_challenge,,watch1,False,10,c,1785738892717,,,0,attack_challenge,down,1,,
1785738894318,watch1,69,70,-1,1,playing,watch2,attack_challenge,,watch1,True,10,c,1785738894318,,,0,attack_challenge,down,0,,
1785738894719,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch2,True,30,c,1785738894719,,watch2,1,attack_challenge,up,1,,
1785738895324,watch1,69,70,-1,1,playing,watch2,attack_challenge,,watch1,True,10,c,1785738894318,,,0,attack_challenge,down,0,,
1785738895324,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch1,False,10,c,1785738894719,,,0,attack_challenge,down,1,,
1785738896522,watch1,69,70,-1,1,playing,watch2,attack_challenge,,watch1,True,10,c,1785738895578,,,0,attack_challenge,down,0,,
1785738896522,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch1,False,10,c,1785738894719,,,0,attack_challenge,down,1,,
1785738898224,watch1,69,70,-1,1,playing,watch2,attack_challenge,,watch1,True,10,c,1785738897748,,,0,attack_challenge,down,0,,
1785738898224,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch1,False,10,c,1785738896637,,,0,attack_challenge,down,1,,
1785738898316,watch1,68,70,-2,2,playing,watch2,attack_challenge,,watch1,True,10,c,1785738898316,,,0,attack_challenge,down,0,,
1785738899465,watch1,68,70,-2,2,playing,watch2,attack_challenge,,watch1,True,10,c,1785738898316,,,0,attack_challenge,down,0,,
1785738899465,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch1,False,10,c,1785738899292,,,0,attack_challenge,down,1,,
1785738900336,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,10,c,1785738900336,,,0,attack_challenge,down,0,,
1785738900717,watch1,68,70,-2,2,playing,watch2,attack_challenge,,watch1,True,10,c,1785738900384,,,0,attack_challenge,down,0,,
1785738900717,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch1,False,10,c,1785738900384,,,0,attack_challenge,down,1,,
1785738900745,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch2,True,30,c,1785738900745,,watch2,1,attack_challenge,up,1,,
1785738901916,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,10,c,1785738901598,,,0,attack_challenge,down,0,,
1785738901916,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,10,c,1785738900745,,,0,attack_challenge,down,1,,
1785738903124,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,10,c,1785738902679,,,0,attack_challenge,down,0,,
1785738903124,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,10,c,1785738902679,,,0,attack_challenge,down,1,,
1785738904278,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,10,c,1785738903814,,,0,attack_challenge,down,0,,
1785738904278,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,10,c,1785738903814,,,0,attack_challenge,down,1,,
1785738905462,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,10,c,1785738904923,,,0,attack_challenge,down,0,,
1785738905462,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,10,c,1785738904923,,,0,attack_challenge,down,1,,
1785738906624,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,10,c,1785738906032,,,0,attack_challenge,down,0,,
1785738906624,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,10,c,1785738906032,,,0,attack_challenge,down,1,,
1785738907356,watch1,66,70,-4,4,playing,watch2,attack_challenge,,watch1,True,10,c,1785738907356,,,0,attack_challenge,down,0,,
1785738907760,watch2,66,76,-10,10,playing,watch2,attack_challenge,,watch2,True,30,c,1785738907760,,watch2,1,attack_challenge,up,1,,
1785738908762,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch2,True,30,c,1785738908762,,watch2,1,attack_challenge,up,1,,
1785738909168,watch1,66,70,-4,4,playing,watch2,attack_challenge,,watch1,True,30,a,1785738907356,,watch1,1,attack_challenge,down,0,,
1785738909168,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,30,a,1785738908762,,watch1,1,attack_challenge,down,1,,
1785738910452,watch1,66,70,-4,4,playing,watch2,attack_challenge,,watch1,True,30,a,1785738910301,,watch1,1,attack_challenge,down,0,,
1785738910452,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,30,a,1785738910301,,watch1,1,attack_challenge,down,1,,
1785738911655,watch1,66,70,-4,4,playing,watch2,attack_challenge,,watch1,True,30,a,1785738911410,,watch1,1,attack_challenge,down,0,,
1785738911655,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,30,a,1785738911410,,watch1,1,attack_challenge,down,1,,
1785738912824,watch1,66,70,-4,4,playing,watch2,attack_challenge,,watch1,True,30,a,1785738912553,,watch1,1,attack_challenge,down,0,,
1785738912824,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,30,a,1785738912553,,watch1,1,attack_challenge,down,1,,
1785738913372,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,30,a,1785738913372,,watch1,1,attack_challenge,down,0,,
1785738914006,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,30,a,1785738913372,,watch1,1,attack_challenge,down,0,,
1785738914006,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,30,a,1785738913693,,watch1,1,attack_challenge,down,1,,
1785738914817,watch2,68,76,-8,8,playing,watch2,attack_challenge,,watch2,True,30,c,1785738914817,,watch2,1,attack_challenge,up,1,,
1785738915156,watch1,67,70,-3,3,playing,watch2,attack_challenge,,watch1,True,30,a,1785738914765,,watch1,1,attack_challenge,down,0,,
1785738915156,watch2,67,76,-9,9,playing,watch2,attack_challenge,,watch1,False,30,a,1785738914765,,watch1,1,attack_challenge,down,1,,
1785738915383,watch1,69,70,-1,1,playing,watch2,attack_challenge,,watch1,True,30,a,1785738915383,,watch1,1,attack_challenge,down,0,,
1785738915777,watch2,69,76,-7,7,playing,watch2,attack_challenge,,watch2,True,30,c,1785738915777,,watch2,1,attack_challenge,up,1,,
1785738916301,watch1,69,70,-1,1,playing,watch2,attack_challenge,,watch1,True,30,a,1785738915383,,watch1,1,attack_challenge,down,0,,
1785738916301,watch2,69,76,-7,7,playing,watch2,attack_challenge,,watch1,False,30,a,1785738915777,,watch1,1,attack_challenge,down,1,,
1785738917161,watch1,,,,,playing,watch2,attack_challenge,,,,,,,,,,,,1,1,妨害チャレンジ成功
1785738917414,watch1,70,70,0,0,playing,watch1,attack_challenge,,watch1,True,30,a,1785738917414,,watch1,1,attack_challenge,down,1,,
1785738917739,watch1,70,70,0,0,playing,watch1,attack_challenge,,watch2,False,10,c,1785738917414,,,0,attack_challenge,up,1,,
1785738917739,watch2,69,76,-7,7,playing,watch1,attack_challenge,,watch2,True,10,c,1785738916958,,,0,attack_challenge,up,1,,
1785738918929,watch1,70,70,0,0,playing,watch1,attack_challenge,,watch2,False,10,c,1785738917414,,,0,attack_challenge,up,1,,
1785738918929,watch2,69,76,-7,7,playing,watch1,attack_challenge,,watch2,True,10,c,1785738918054,,,0,attack_challenge,up,1,,
1785738920091,watch1,70,70,0,0,playing,watch1,attack_challenge,,watch2,False,10,c,1785738919181,,,0,attack_challenge,up,1,,
1785738920091,watch2,69,76,-7,7,playing,watch1,attack_challenge,,watch2,True,10,c,1785738919181,,,0,attack_challenge,up,1,,
1785738920787,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738920787,,,0,attack_challenge,up,1,,
1785738921244,watch1,70,70,0,0,playing,watch1,attack_challenge,,watch2,False,10,c,1785738920290,,,0,attack_challenge,up,1,,
1785738921244,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738920787,,,0,attack_challenge,up,1,,
1785738921450,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch1,True,30,a,1785738921450,,watch1,1,attack_challenge,down,1,,
1785738922396,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738921450,,,0,attack_challenge,up,1,,
1785738922396,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738920787,,,0,attack_challenge,up,1,,
1785738922443,watch1,70,70,0,0,playing,watch1,attack_challenge,,watch1,True,30,a,1785738922443,,watch1,1,attack_challenge,down,1,,
1785738922790,watch2,71,76,-5,5,playing,watch1,attack_challenge,,watch2,True,10,c,1785738922790,,,0,attack_challenge,up,1,,
1785738923637,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738922450,,,0,attack_challenge,up,1,,
1785738923637,watch2,71,76,-5,5,playing,watch1,attack_challenge,,watch2,True,10,c,1785738922790,,,0,attack_challenge,up,1,,
1785738924452,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch1,True,30,a,1785738924452,,watch1,1,attack_challenge,down,1,,
1785738924836,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738924452,,,0,attack_challenge,up,1,,
1785738924836,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738924796,,,0,attack_challenge,up,1,,
1785738924796,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738924796,,,0,attack_challenge,up,1,,
1785738926128,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738925939,,,0,attack_challenge,up,1,,
1785738926128,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738925939,,,0,attack_challenge,up,1,,
1785738926802,watch2,71,76,-5,5,playing,watch1,attack_challenge,,watch2,True,10,c,1785738926802,,,0,attack_challenge,up,1,,
1785738927287,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738927059,,,0,attack_challenge,up,1,,
1785738927287,watch2,71,76,-5,5,playing,watch1,attack_challenge,,watch2,True,10,c,1785738926802,,,0,attack_challenge,up,1,,
1785738928438,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738928111,,,0,attack_challenge,up,1,,
1785738928438,watch2,71,76,-5,5,playing,watch1,attack_challenge,,watch2,True,10,c,1785738928111,,,0,attack_challenge,up,1,,
1785738928814,watch2,70,76,-6,6,playing,watch1,attack_challenge,,watch2,True,10,c,1785738928814,,,0,attack_challenge,up,1,,
1785738930015,watch1,71,70,1,1,playing,watch1,attack_challenge,,watch2,False,10,c,1785738929212,,,0,attack_challenge,up,1,,
1785738930015,watch2,71,76,-5,5,playing,watch1,attack_challenge,,watch2,True,10,c,1785738929212,,,0,attack_challenge,up,1,,
